image 1.jpg,JPG,2026-02-16 17:27:36
Task 2 Guide.pdf,PDF,2026-02-16 17:27:36
Task 3 and 4_Loan_Data.csv,CSV,2026-02-16 17:27:36
Test.docx,DOCX,2026-02-16 17:27:36
WhatsApp Image 2026-02-04 at 12.32.30 AM.jpeg,JPEG,2026-02-16 17:27:36
